Noesen		11.60		0.07	0.18	0.12	0.07	0.30	0.07	0.07	0.02	0.02	0.15	0.10	0.43	0.15	0.02		0.29	0.18	0.18	1.44	1.50	2.25		1.85	0.51	0.02	2.40
Kurtz		7.31		0.02	0.21	0.16	0.06	0.21	0.00	0.06	0.02	0.02	0.06	0.06	0.35	0.10	0.04		0.50	0.27	0.00	1.80	1.00	1.10		0.36	0.00	0.19	1.17
Friberg		13.25		0.01	0.21	0.12	0.10	0.39	0.06	0.08	0.00	0.01	0.16	0.17	0.48	0.16	0.06		0.50	0.12	0.09	1.53	0.89	3.33		1.17	0.34	0.29	3.97
Winchester		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00
Etem		7.61		0.00	0.25	0.14	0.11	0.33	0.11	0.00	0.00	0.03	0.06	0.22	0.36	0.25	0.03		0.00	0.13	0.00	0.72	0.25	1.50		0.75	0.33	0.09	3.35
Sarault		7.91		0.14	0.09	0.09	0.00	0.19	0.09	0.07	0.00	0.02	0.26	0.21	0.38	0.28	0.00		0.46	0.40	0.25	0.67	1.22	1.00		0.73	0.21	0.00	2.31
Yip		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00
Sgarbossa		10.81		0.43	0.35	0.21	0.13	0.29	0.08	0.08	0.00	0.00	0.16	0.13	0.40	0.13	0.03		0.50	0.16	0.00	1.50	1.20	1.83		1.90	0.85	0.05	1.35
Cramarossa		5.02		0.09	0.11	0.09	0.02	0.14	0.02	0.05	0.07	0.02	0.11	0.16	0.27	0.16	0.00		0.44	0.40	0.00	0.86	0.71	0.60		0.11	0.00	0.30	1.00
Leblanc		9.44		0.03	0.38	0.19	0.18	0.32	0.05	0.10	0.03	0.00	0.10	0.17	0.40	0.13	0.03		0.67	0.11	0.00	1.55	0.62	3.13		0.65	0.30	0.00	1.38
Wagner		6.08		0.45	0.11	0.06	0.04	0.17	0.04	0.06	0.02	0.02	0.09	0.15	0.32	0.15	0.02		0.53	0.15	0.00	1.07	0.57	0.80		0.09	0.29	0.23	1.42
Karlsson		11.95		0.32	0.29	0.16	0.13	0.30	0.02	0.05	0.02	0.03	0.16	0.13	0.40	0.11	0.00		0.43	0.13	0.06	1.79	1.25	1.90		1.37	0.19	0.06	3.44
Palmieri		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00
Zabotel		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00
Embach		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00
Krushelnyski		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00
Szydlowski 		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00
Carzo		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00
Laganiere		6.26		0.00	0.24	0.15	0.09	0.26	0.03	0.03	0.00	0.02	0.12	0.22	0.36	0.29	0.02		0.00	0.18	0.14	0.62	0.54	1.50		1.17	0.25	0.00	1.29
Loney		10.68		0.00	0.28	0.28	0.00	0.47	0.00	0.09	0.00	0.00	0.47	0.09	0.85	0.19	0.00		0.00	0.30	0.33	1.80	2.50	0.50		1.88	0.00	0.00	1.19
Pistilli		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00
Czarnik		2.33		0.00	0.36	0.18	0.18	0.09	0.00	0.00	0.00	0.00	0.00	0.18	0.18	0.18	0.00		0.00	0.10	0.00	0.40	0.00	0.10		0.27	0.00	0.00	1.20
MacIntyre		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00
Pacan		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00
MacMillan		5.91		0.11	0.56	0.45	0.11	0.22	0.00	0.11	0.00	0.00	0.22	0.00	0.45	0.11	0.00		0.33	0.40	0.00	0.80	1.00	0.20		0.11	0.00	0.00	1.16
Steckel		12.50		0.80	0.20	0.13	0.07	0.31	0.05	0.10	0.04	0.05	0.24	0.11	0.57	0.12	0.02		0.65	0.18	0.00	2.40	2.22	3.25		0.12	0.27	0.34	0.97
Heatley		5.83		0.00	0.07	0.00	0.07	0.29	0.00	0.03	0.00	0.00	0.16	0.03	0.29	0.10	0.00		0.00	0.00	0.00	1.50	2.50	0.90		-0.03	0.00	0.00	0.31
